Region,Division_IPC,Fecha,Valor_IPC
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-03-01,1.2
Noreste,Equipamiento y mantenimiento del hogar,2018-03-01,3.5
Noreste,Salud,2018-03-01,1.9
Noreste,Transporte,2018-03-01,3.9
Noreste,Comunicación,2018-03-01,2.7
Noreste,Recreación y cultura,2018-03-01,2.0
Noreste,Educación,2018-03-01,18.8
Noreste,Restaurantes y hoteles,2018-03-01,2.3
Noreste,Bienes y servicios varios,2018-03-01,0.6
Cuyo,Nivel general,2018-03-01,2.1
Cuyo,Alimentos y bebidas no alcohólicas,2018-03-01,2.8
Cuyo,Bebidas alcohólicas y tabaco,2018-03-01,0.9
Cuyo,Prendas de vestir y calzado,2018-03-01,1.6
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-03-01,0.7
Cuyo,Equipamiento y mantenimiento del hogar,2018-03-01,4.3
Cuyo,Salud,2018-03-01,1.8
Cuyo,Transporte,2018-03-01,0.9
Cuyo,Comunicación,2018-03-01,3.3
Cuyo,Recreación y cultura,2018-03-01,-0.1
Cuyo,Educación,2018-03-01,10.2
Cuyo,Restaurantes y hoteles,2018-03-01,3.0
Cuyo,Bienes y servicios varios,2018-03-01,1.7
Patagonia,Nivel general,2018-03-01,3.1
Patagonia,Alimentos y bebidas no alcohólicas,2018-03-01,2.1
Patagonia,Bebidas alcohólicas y tabaco,2018-03-01,0.8
Patagonia,Prendas de vestir y calzado,2018-03-01,3.5
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-03-01,4.8
Patagonia,Equipamiento y mantenimiento del hogar,2018-03-01,4.5
Patagonia,Salud,2018-03-01,2.3
Patagonia,Transporte,2018-03-01,1.5
Patagonia,Comunicación,2018-03-01,2.6
Patagonia,Recreación y cultura,2018-03-01,2.1
Patagonia,Educación,2018-03-01,18.9
Patagonia,Restaurantes y hoteles,2018-03-01,4.1
Patagonia,Bienes y servicios varios,2018-03-01,1.8
Nacional,Nivel general,2018-04-01,2.7
Nacional,Alimentos y bebidas no alcohólicas,2018-04-01,1.2
Nacional,Bebidas alcohólicas y tabaco,2018-04-01,1.3
Nacional,Prendas de vestir y calzado,2018-04-01,4.0
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,8.0
Nacional,Equipamiento y mantenimiento del hogar,2018-04-01,1.2
Nacional,Salud,2018-04-01,1.8
Nacional,Transporte,2018-04-01,4.0
Nacional,Comunicación,2018-04-01,1.0
Nacional,Recreación y cultura,2018-04-01,1.9
Nacional,Educación,2018-04-01,0.8
Nacional,Restaurantes y hoteles,2018-04-01,2.3
Nacional,Bienes y servicios varios,2018-04-01,1.7
GBA,Nivel general,2018-04-01,2.6
GBA,Alimentos y bebidas no alcohólicas,2018-04-01,0.8
GBA,Bebidas alcohólicas y tabaco,2018-04-01,1.1
GBA,Prendas de vestir y calzado,2018-04-01,3.3
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,6.7
GBA,Equipamiento y mantenimiento del hogar,2018-04-01,1.1
GBA,Salud,2018-04-01,1.5
GBA,Transporte,2018-04-01,5.3
GBA,Comunicación,2018-04-01,0.7
GBA,Recreación y cultura,2018-04-01,2.1
GBA,Educación,2018-04-01,0.6
GBA,Restaurantes y hoteles,2018-04-01,2.2
GBA,Bienes y servicios varios,2018-04-01,1.4
Pampeana,Nivel general,2018-04-01,2.9
Pampeana,Alimentos y bebidas no alcohólicas,2018-04-01,1.3
Pampeana,Bebidas alcohólicas y tabaco,2018-04-01,1.4
Pampeana,Prendas de vestir y calzado,2018-04-01,5.3
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,8.6
Pampeana,Equipamiento y mantenimiento del hogar,2018-04-01,1.3
Pampeana,Salud,2018-04-01,2.0
Pampeana,Transporte,2018-04-01,3.1
Pampeana,Comunicación,2018-04-01,1.3
Pampeana,Recreación y cultura,2018-04-01,1.6
Pampeana,Educación,2018-04-01,0.3
Pampeana,Restaurantes y hoteles,2018-04-01,2.8
Pampeana,Bienes y servicios varios,2018-04-01,2.0
Noroeste,Nivel general,2018-04-01,2.8
Noroeste,Alimentos y bebidas no alcohólicas,2018-04-01,1.1
Noroeste,Bebidas alcohólicas y tabaco,2018-04-01,1.2
Noroeste,Prendas de vestir y calzado,2018-04-01,4.3
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,11.4
Noroeste,Equipamiento y mantenimiento del hogar,2018-04-01,1.1
Noroeste,Salud,2018-04-01,1.8
Noroeste,Transporte,2018-04-01,2.5
Noroeste,Comunicación,2018-04-01,2.6
Noroeste,Recreación y cultura,2018-04-01,2.9
Noroeste,Educación,2018-04-01,1.5
Noroeste,Restaurantes y hoteles,2018-04-01,1.7
Noroeste,Bienes y servicios varios,2018-04-01,2.0
Noreste,Nivel general,2018-04-01,2.6
Noreste,Alimentos y bebidas no alcohólicas,2018-04-01,1.8
Noreste,Bebidas alcohólicas y tabaco,2018-04-01,1.6
Noreste,Prendas de vestir y calzado,2018-04-01,2.1
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,10.3
Noreste,Equipamiento y mantenimiento del hogar,2018-04-01,1.3
Noreste,Salud,2018-04-01,1.9
Noreste,Transporte,2018-04-01,2.7
Noreste,Comunicación,2018-04-01,2.5
Noreste,Recreación y cultura,2018-04-01,1.0
Noreste,Educación,2018-04-01,0.5
Noreste,Restaurantes y hoteles,2018-04-01,1.2
Noreste,Bienes y servicios varios,2018-04-01,1.6
Cuyo,Nivel general,2018-04-01,3.4
Cuyo,Alimentos y bebidas no alcohólicas,2018-04-01,1.8
Cuyo,Bebidas alcohólicas y tabaco,2018-04-01,1.2
Cuyo,Prendas de vestir y calzado,2018-04-01,3.9
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,11.7
Cuyo,Equipamiento y mantenimiento del hogar,2018-04-01,1.2
Cuyo,Salud,2018-04-01,2.4
Cuyo,Transporte,2018-04-01,3.3
Cuyo,Comunicación,2018-04-01,-0.1
Cuyo,Recreación y cultura,2018-04-01,2.1
Cuyo,Educación,2018-04-01,6.2
Cuyo,Restaurantes y hoteles,2018-04-01,1.4
Cuyo,Bienes y servicios varios,2018-04-01,1.5
Patagonia,Nivel general,2018-04-01,2.7
Patagonia,Alimentos y bebidas no alcohólicas,2018-04-01,2.4
Patagonia,Bebidas alcohólicas y tabaco,2018-04-01,1.6
Patagonia,Prendas de vestir y calzado,2018-04-01,4.2
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-04-01,5.5
Patagonia,Equipamiento y mantenimiento del hogar,2018-04-01,2.5
Patagonia,Salud,2018-04-01,2.4
Patagonia,Transporte,2018-04-01,2.5
Patagonia,Comunicación,2018-04-01,0.0
Patagonia,Recreación y cultura,2018-04-01,1.1
Patagonia,Educación,2018-04-01,-0.1
Patagonia,Restaurantes y hoteles,2018-04-01,2.1
Patagonia,Bienes y servicios varios,2018-04-01,1.7
Nacional,Nivel general,2018-05-01,2.1
Nacional,Alimentos y bebidas no alcohólicas,2018-05-01,3.3
Nacional,Bebidas alcohólicas y tabaco,2018-05-01,1.6
Nacional,Prendas de vestir y calzado,2018-05-01,2.0
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,-0.7
Nacional,Equipamiento y mantenimiento del hogar,2018-05-01,2.2
Nacional,Salud,2018-05-01,2.2
Nacional,Transporte,2018-05-01,1.9
Nacional,Comunicación,2018-05-01,3.9
Nacional,Recreación y cultura,2018-05-01,2.5
Nacional,Educación,2018-05-01,0.9
Nacional,Restaurantes y hoteles,2018-05-01,2.4
Nacional,Bienes y servicios varios,2018-05-01,2.0
GBA,Nivel general,2018-05-01,1.9
GBA,Alimentos y bebidas no alcohólicas,2018-05-01,3.7
GBA,Bebidas alcohólicas y tabaco,2018-05-01,1.4
GBA,Prendas de vestir y calzado,2018-05-01,1.7
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,-1.3
GBA,Equipamiento y mantenimiento del hogar,2018-05-01,2.3
GBA,Salud,2018-05-01,2.3
GBA,Transporte,2018-05-01,2.0
GBA,Comunicación,2018-05-01,3.6
GBA,Recreación y cultura,2018-05-01,2.0
GBA,Educación,2018-05-01,0.3
GBA,Restaurantes y hoteles,2018-05-01,2.1
GBA,Bienes y servicios varios,2018-05-01,1.5
Pampeana,Nivel general,2018-05-01,2.2
Pampeana,Alimentos y bebidas no alcohólicas,2018-05-01,2.9
Pampeana,Bebidas alcohólicas y tabaco,2018-05-01,1.6
Pampeana,Prendas de vestir y calzado,2018-05-01,2.4
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,-0.9
Pampeana,Equipamiento y mantenimiento del hogar,2018-05-01,2.0
Pampeana,Salud,2018-05-01,1.9
Pampeana,Transporte,2018-05-01,1.6
Pampeana,Comunicación,2018-05-01,4.9
Pampeana,Recreación y cultura,2018-05-01,3.5
Pampeana,Educación,2018-05-01,2.0
Pampeana,Restaurantes y hoteles,2018-05-01,3.2
Pampeana,Bienes y servicios varios,2018-05-01,2.4
Noroeste,Nivel general,2018-05-01,2.3
Noroeste,Alimentos y bebidas no alcohólicas,2018-05-01,2.9
Noroeste,Bebidas alcohólicas y tabaco,2018-05-01,1.8
Noroeste,Prendas de vestir y calzado,2018-05-01,2.9
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,1.7
Noroeste,Equipamiento y mantenimiento del hogar,2018-05-01,2.0
Noroeste,Salud,2018-05-01,3.0
Noroeste,Transporte,2018-05-01,2.2
Noroeste,Comunicación,2018-05-01,3.6
Noroeste,Recreación y cultura,2018-05-01,0.7
Noroeste,Educación,2018-05-01,0.4
Noroeste,Restaurantes y hoteles,2018-05-01,1.4
Noroeste,Bienes y servicios varios,2018-05-01,2.2
Noreste,Nivel general,2018-05-01,2.6
Noreste,Alimentos y bebidas no alcohólicas,2018-05-01,3.5
Noreste,Bebidas alcohólicas y tabaco,2018-05-01,2.5
Noreste,Prendas de vestir y calzado,2018-05-01,2.7
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,1.1
Noreste,Equipamiento y mantenimiento del hogar,2018-05-01,1.7
Noreste,Salud,2018-05-01,2.5
Noreste,Transporte,2018-05-01,1.6
Noreste,Comunicación,2018-05-01,2.9
Noreste,Recreación y cultura,2018-05-01,2.8
Noreste,Educación,2018-05-01,0.2
Noreste,Restaurantes y hoteles,2018-05-01,2.8
Noreste,Bienes y servicios varios,2018-05-01,2.0
Cuyo,Nivel general,2018-05-01,1.8
Cuyo,Alimentos y bebidas no alcohólicas,2018-05-01,2.8
Cuyo,Bebidas alcohólicas y tabaco,2018-05-01,2.0
Cuyo,Prendas de vestir y calzado,2018-05-01,0.3
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,-0.3
Cuyo,Equipamiento y mantenimiento del hogar,2018-05-01,2.9
Cuyo,Salud,2018-05-01,1.5
Cuyo,Transporte,2018-05-01,2.2
Cuyo,Comunicación,2018-05-01,2.6
Cuyo,Recreación y cultura,2018-05-01,2.5
Cuyo,Educación,2018-05-01,0.4
Cuyo,Restaurantes y hoteles,2018-05-01,1.5
Cuyo,Bienes y servicios varios,2018-05-01,2.5
Patagonia,Nivel general,2018-05-01,2.0
Patagonia,Alimentos y bebidas no alcohólicas,2018-05-01,2.6
Patagonia,Bebidas alcohólicas y tabaco,2018-05-01,2.1
Patagonia,Prendas de vestir y calzado,2018-05-01,0.9
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-05-01,0.0
Patagonia,Equipamiento y mantenimiento del hogar,2018-05-01,2.3
Patagonia,Salud,2018-05-01,3.0
Patagonia,Transporte,2018-05-01,2.9
Patagonia,Comunicación,2018-05-01,2.8
Patagonia,Recreación y cultura,2018-05-01,2.9
Patagonia,Educación,2018-05-01,0.7
Patagonia,Restaurantes y hoteles,2018-05-01,1.5
Patagonia,Bienes y servicios varios,2018-05-01,2.0
Nacional,Nivel general,2018-06-01,3.7
Nacional,Alimentos y bebidas no alcohólicas,2018-06-01,5.2
Nacional,Bebidas alcohólicas y tabaco,2018-06-01,0.9
Nacional,Prendas de vestir y calzado,2018-06-01,1.9
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,2.7
Nacional,Equipamiento y mantenimiento del hogar,2018-06-01,4.0
Nacional,Salud,2018-06-01,4.3
Nacional,Transporte,2018-06-01,5.9
Nacional,Comunicación,2018-06-01,0.4
Nacional,Recreación y cultura,2018-06-01,3.4
Nacional,Educación,2018-06-01,1.2
Nacional,Restaurantes y hoteles,2018-06-01,2.7
Nacional,Bienes y servicios varios,2018-06-01,3.2
GBA,Nivel general,2018-06-01,3.9
GBA,Alimentos y bebidas no alcohólicas,2018-06-01,4.7
GBA,Bebidas alcohólicas y tabaco,2018-06-01,1.1
GBA,Prendas de vestir y calzado,2018-06-01,2.1
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,3.9
GBA,Equipamiento y mantenimiento del hogar,2018-06-01,3.9
GBA,Salud,2018-06-01,4.8
GBA,Transporte,2018-06-01,6.5
GBA,Comunicación,2018-06-01,0.2
GBA,Recreación y cultura,2018-06-01,3.9
GBA,Educación,2018-06-01,1.5
GBA,Restaurantes y hoteles,2018-06-01,3.1
GBA,Bienes y servicios varios,2018-06-01,2.8
Pampeana,Nivel general,2018-06-01,3.7
Pampeana,Alimentos y bebidas no alcohólicas,2018-06-01,5.8
Pampeana,Bebidas alcohólicas y tabaco,2018-06-01,0.7
Pampeana,Prendas de vestir y calzado,2018-06-01,2.0
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,1.7
Pampeana,Equipamiento y mantenimiento del hogar,2018-06-01,4.2
Pampeana,Salud,2018-06-01,3.8
Pampeana,Transporte,2018-06-01,5.9
Pampeana,Comunicación,2018-06-01,0.4
Pampeana,Recreación y cultura,2018-06-01,3.0
Pampeana,Educación,2018-06-01,1.4
Pampeana,Restaurantes y hoteles,2018-06-01,2.1
Pampeana,Bienes y servicios varios,2018-06-01,3.3
Noroeste,Nivel general,2018-06-01,3.4
Noroeste,Alimentos y bebidas no alcohólicas,2018-06-01,5.4
Noroeste,Bebidas alcohólicas y tabaco,2018-06-01,0.9
Noroeste,Prendas de vestir y calzado,2018-06-01,1.6
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,1.9
Noroeste,Equipamiento y mantenimiento del hogar,2018-06-01,3.4
Noroeste,Salud,2018-06-01,3.1
Noroeste,Transporte,2018-06-01,4.7
Noroeste,Comunicación,2018-06-01,0.5
Noroeste,Recreación y cultura,2018-06-01,1.7
Noroeste,Educación,2018-06-01,0.6
Noroeste,Restaurantes y hoteles,2018-06-01,2.5
Noroeste,Bienes y servicios varios,2018-06-01,3.3
Noreste,Nivel general,2018-06-01,3.1
Noreste,Alimentos y bebidas no alcohólicas,2018-06-01,4.0
Noreste,Bebidas alcohólicas y tabaco,2018-06-01,1.0
Noreste,Prendas de vestir y calzado,2018-06-01,1.4
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,1.9
Noreste,Equipamiento y mantenimiento del hogar,2018-06-01,3.5
Noreste,Salud,2018-06-01,5.4
Noreste,Transporte,2018-06-01,4.5
Noreste,Comunicación,2018-06-01,0.7
Noreste,Recreación y cultura,2018-06-01,1.7
Noreste,Educación,2018-06-01,0.5
Noreste,Restaurantes y hoteles,2018-06-01,2.7
Noreste,Bienes y servicios varios,2018-06-01,3.5
Cuyo,Nivel general,2018-06-01,3.6
Cuyo,Alimentos y bebidas no alcohólicas,2018-06-01,6.0
Cuyo,Bebidas alcohólicas y tabaco,2018-06-01,0.9
Cuyo,Prendas de vestir y calzado,2018-06-01,0.7
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,1.7
Cuyo,Equipamiento y mantenimiento del hogar,2018-06-01,4.5
Cuyo,Salud,2018-06-01,3.7
Cuyo,Transporte,2018-06-01,4.4
Cuyo,Comunicación,2018-06-01,0.5
Cuyo,Recreación y cultura,2018-06-01,3.9
Cuyo,Educación,2018-06-01,0.6
Cuyo,Restaurantes y hoteles,2018-06-01,3.1
Cuyo,Bienes y servicios varios,2018-06-01,3.9
Patagonia,Nivel general,2018-06-01,3.3
Patagonia,Alimentos y bebidas no alcohólicas,2018-06-01,4.5
Patagonia,Bebidas alcohólicas y tabaco,2018-06-01,0.7
Patagonia,Prendas de vestir y calzado,2018-06-01,1.4
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-06-01,0.4
Patagonia,Equipamiento y mantenimiento del hogar,2018-06-01,4.6
Patagonia,Salud,2018-06-01,3.9
Patagonia,Transporte,2018-06-01,5.7
Patagonia,Comunicación,2018-06-01,1.0
Patagonia,Recreación y cultura,2018-06-01,4.4
Patagonia,Educación,2018-06-01,0.1
Patagonia,Restaurantes y hoteles,2018-06-01,2.2
Patagonia,Bienes y servicios varios,2018-06-01,4.1
Nacional,Nivel general,2018-07-01,3.1
Nacional,Alimentos y bebidas no alcohólicas,2018-07-01,4.0
Nacional,Bebidas alcohólicas y tabaco,2018-07-01,2.6
Nacional,Prendas de vestir y calzado,2018-07-01,-0.1
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,1.0
Nacional,Equipamiento y mantenimiento del hogar,2018-07-01,4.2
Nacional,Salud,2018-07-01,2.8
Nacional,Transporte,2018-07-01,5.2
Nacional,Comunicación,2018-07-01,0.6
Nacional,Recreación y cultura,2018-07-01,5.1
Nacional,Educación,2018-07-01,1.8
Nacional,Restaurantes y hoteles,2018-07-01,2.9
Nacional,Bienes y servicios varios,2018-07-01,3.9
GBA,Nivel general,2018-07-01,2.8
GBA,Alimentos y bebidas no alcohólicas,2018-07-01,4.0
GBA,Bebidas alcohólicas y tabaco,2018-07-01,2.6
GBA,Prendas de vestir y calzado,2018-07-01,-0.7
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,0.0
GBA,Equipamiento y mantenimiento del hogar,2018-07-01,4.3
GBA,Salud,2018-07-01,2.4
GBA,Transporte,2018-07-01,4.3
GBA,Comunicación,2018-07-01,0.4
GBA,Recreación y cultura,2018-07-01,4.8
GBA,Educación,2018-07-01,2.2
GBA,Restaurantes y hoteles,2018-07-01,3.0
GBA,Bienes y servicios varios,2018-07-01,4.3
Pampeana,Nivel general,2018-07-01,3.3
Pampeana,Alimentos y bebidas no alcohólicas,2018-07-01,4.0
Pampeana,Bebidas alcohólicas y tabaco,2018-07-01,2.4
Pampeana,Prendas de vestir y calzado,2018-07-01,-0.4
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,2.2
Pampeana,Equipamiento y mantenimiento del hogar,2018-07-01,4.1
Pampeana,Salud,2018-07-01,3.2
Pampeana,Transporte,2018-07-01,5.8
Pampeana,Comunicación,2018-07-01,0.6
Pampeana,Recreación y cultura,2018-07-01,5.9
Pampeana,Educación,2018-07-01,1.5
Pampeana,Restaurantes y hoteles,2018-07-01,2.4
Pampeana,Bienes y servicios varios,2018-07-01,3.8
Noroeste,Nivel general,2018-07-01,3.4
Noroeste,Alimentos y bebidas no alcohólicas,2018-07-01,4.3
Noroeste,Bebidas alcohólicas y tabaco,2018-07-01,2.8
Noroeste,Prendas de vestir y calzado,2018-07-01,1.5
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,1.0
Noroeste,Equipamiento y mantenimiento del hogar,2018-07-01,4.2
Noroeste,Salud,2018-07-01,3.5
Noroeste,Transporte,2018-07-01,5.2
Noroeste,Comunicación,2018-07-01,1.0
Noroeste,Recreación y cultura,2018-07-01,3.6
Noroeste,Educación,2018-07-01,1.9
Noroeste,Restaurantes y hoteles,2018-07-01,4.3
Noroeste,Bienes y servicios varios,2018-07-01,3.7
Noreste,Nivel general,2018-07-01,3.4
Noreste,Alimentos y bebidas no alcohólicas,2018-07-01,3.8
Noreste,Bebidas alcohólicas y tabaco,2018-07-01,2.8
Noreste,Prendas de vestir y calzado,2018-07-01,1.3
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,1.5
Noreste,Equipamiento y mantenimiento del hogar,2018-07-01,3.6
Noreste,Salud,2018-07-01,2.8
Noreste,Transporte,2018-07-01,7.8
Noreste,Comunicación,2018-07-01,1.1
Noreste,Recreación y cultura,2018-07-01,3.5
Noreste,Educación,2018-07-01,0.8
Noreste,Restaurantes y hoteles,2018-07-01,2.4
Noreste,Bienes y servicios varios,2018-07-01,4.2
Cuyo,Nivel general,2018-07-01,3.6
Cuyo,Alimentos y bebidas no alcohólicas,2018-07-01,4.3
Cuyo,Bebidas alcohólicas y tabaco,2018-07-01,2.8
Cuyo,Prendas de vestir y calzado,2018-07-01,2.7
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,1.5
Cuyo,Equipamiento y mantenimiento del hogar,2018-07-01,3.9
Cuyo,Salud,2018-07-01,2.9
Cuyo,Transporte,2018-07-01,5.7
Cuyo,Comunicación,2018-07-01,1.3
Cuyo,Recreación y cultura,2018-07-01,5.2
Cuyo,Educación,2018-07-01,1.0
Cuyo,Restaurantes y hoteles,2018-07-01,4.2
Cuyo,Bienes y servicios varios,2018-07-01,2.9
Patagonia,Nivel general,2018-07-01,3.2
Patagonia,Alimentos y bebidas no alcohólicas,2018-07-01,4.0
Patagonia,Bebidas alcohólicas y tabaco,2018-07-01,2.9
Patagonia,Prendas de vestir y calzado,2018-07-01,-0.5
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-07-01,1.9
Patagonia,Equipamiento y mantenimiento del hogar,2018-07-01,4.5
Patagonia,Salud,2018-07-01,2.2
Patagonia,Transporte,2018-07-01,6.3
Patagonia,Comunicación,2018-07-01,0.9
Patagonia,Recreación y cultura,2018-07-01,4.9
Patagonia,Educación,2018-07-01,1.3
Patagonia,Restaurantes y hoteles,2018-07-01,1.9
Patagonia,Bienes y servicios varios,2018-07-01,2.9
Nacional,Nivel general,2018-08-01,3.9
Nacional,Alimentos y bebidas no alcohólicas,2018-08-01,4.0
Nacional,Bebidas alcohólicas y tabaco,2018-08-01,1.4
Nacional,Prendas de vestir y calzado,2018-08-01,0.3
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,6.2
Nacional,Equipamiento y mantenimiento del hogar,2018-08-01,3.1
Nacional,Salud,2018-08-01,4.1
Nacional,Transporte,2018-08-01,4.0
Nacional,Comunicación,2018-08-01,12.4
Nacional,Recreación y cultura,2018-08-01,3.3
Nacional,Educación,2018-08-01,1.9
Nacional,Restaurantes y hoteles,2018-08-01,2.4
Nacional,Bienes y servicios varios,2018-08-01,4.9
GBA,Nivel general,2018-08-01,4.1
GBA,Alimentos y bebidas no alcohólicas,2018-08-01,3.5
GBA,Bebidas alcohólicas y tabaco,2018-08-01,1.1
GBA,Prendas de vestir y calzado,2018-08-01,0.8
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,8.6
GBA,Equipamiento y mantenimiento del hogar,2018-08-01,3.1
GBA,Salud,2018-08-01,5.1
GBA,Transporte,2018-08-01,3.3
GBA,Comunicación,2018-08-01,15.3
GBA,Recreación y cultura,2018-08-01,1.4
GBA,Educación,2018-08-01,2.0
GBA,Restaurantes y hoteles,2018-08-01,2.5
GBA,Bienes y servicios varios,2018-08-01,5.5
Pampeana,Nivel general,2018-08-01,3.7
Pampeana,Alimentos y bebidas no alcohólicas,2018-08-01,4.3
Pampeana,Bebidas alcohólicas y tabaco,2018-08-01,1.6
Pampeana,Prendas de vestir y calzado,2018-08-01,-0.2
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,3.2
Pampeana,Equipamiento y mantenimiento del hogar,2018-08-01,2.9
Pampeana,Salud,2018-08-01,3.4
Pampeana,Transporte,2018-08-01,4.8
Pampeana,Comunicación,2018-08-01,10.9
Pampeana,Recreación y cultura,2018-08-01,6.3
Pampeana,Educación,2018-08-01,2.2
Pampeana,Restaurantes y hoteles,2018-08-01,2.4
Pampeana,Bienes y servicios varios,2018-08-01,4.6
Noroeste,Nivel general,2018-08-01,4.0
Noroeste,Alimentos y bebidas no alcohólicas,2018-08-01,5.3
Noroeste,Bebidas alcohólicas y tabaco,2018-08-01,1.4
Noroeste,Prendas de vestir y calzado,2018-08-01,-0.2
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,6.3
Noroeste,Equipamiento y mantenimiento del hogar,2018-08-01,3.2
Noroeste,Salud,2018-08-01,3.0
Noroeste,Transporte,2018-08-01,4.5
Noroeste,Comunicación,2018-08-01,8.7
Noroeste,Recreación y cultura,2018-08-01,3.2
Noroeste,Educación,2018-08-01,1.9
Noroeste,Restaurantes y hoteles,2018-08-01,2.5
Noroeste,Bienes y servicios varios,2018-08-01,3.3
Noreste,Nivel general,2018-08-01,4.0
Noreste,Alimentos y bebidas no alcohólicas,2018-08-01,4.6
Noreste,Bebidas alcohólicas y tabaco,2018-08-01,1.8
Noreste,Prendas de vestir y calzado,2018-08-01,0.9
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,5.7
Noreste,Equipamiento y mantenimiento del hogar,2018-08-01,3.1
Noreste,Salud,2018-08-01,3.0
Noreste,Transporte,2018-08-01,4.8
Noreste,Comunicación,2018-08-01,8.8
Noreste,Recreación y cultura,2018-08-01,2.0
Noreste,Educación,2018-08-01,1.4
Noreste,Restaurantes y hoteles,2018-08-01,3.9
Noreste,Bienes y servicios varios,2018-08-01,4.7
Cuyo,Nivel general,2018-08-01,3.4
Cuyo,Alimentos y bebidas no alcohólicas,2018-08-01,4.3
Cuyo,Bebidas alcohólicas y tabaco,2018-08-01,1.2
Cuyo,Prendas de vestir y calzado,2018-08-01,-0.4
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,6.1
Cuyo,Equipamiento y mantenimiento del hogar,2018-08-01,3.1
Cuyo,Salud,2018-08-01,3.0
Cuyo,Transporte,2018-08-01,3.6
Cuyo,Comunicación,2018-08-01,9.0
Cuyo,Recreación y cultura,2018-08-01,2.5
Cuyo,Educación,2018-08-01,1.3
Cuyo,Restaurantes y hoteles,2018-08-01,1.0
Cuyo,Bienes y servicios varios,2018-08-01,3.5
Patagonia,Nivel general,2018-08-01,3.6
Patagonia,Alimentos y bebidas no alcohólicas,2018-08-01,4.4
Patagonia,Bebidas alcohólicas y tabaco,2018-08-01,1.5
Patagonia,Prendas de vestir y calzado,2018-08-01,1.8
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2018-08-01,2.6
Patagonia,Equipamiento y mantenimiento del hogar,2018-08-01,4.6
Patagonia,Salud,2018-08-01,3.0
Patagonia,Transporte,2018-08-01,5.2
Patagonia,Comunicación,2018-08-01,9.3
Patagonia,Recreación y cultura,2018-08-01,1.7
Patagonia,Educación,2018-08-01,0.6
Patagonia,Restaurantes y hoteles,2018-08-01,2.8
Patagonia,Bienes y servicios varios,2018-08-01,4.6
Nacional,Nivel general,2018-09-01,6.5
Nacional,Alimentos y bebidas no alcohólicas,2018-09-01,7.0
Nacional,Bebidas alcohólicas y tabaco,2018-09-01,4.4
Nacional,Prendas de vestir y calzado,2018-09-01,9.8
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2018-09-01,2.3
Nacional,Equipamiento y mantenimiento del hogar,2018-09-01,9.7
Nacional,Salud,2018-09-01,4.5
Nacional,Transporte,2018-09-01,10.4
Nacional,Comunicación,2018-09-01,2.1
Nacional,Recreación y cultura,2018-09-01,6.8
Nacional,Educación,2018-09-01,1.6
Nacional,Restaurantes y hoteles,2018-09-01,5.7
